Idempresa,N_Sucursal,Codigoct,Idtransformador,Idalimentador,Cantusubt,Tipoinstalacion,Nro de circuito,Resultado Circuito,Codigo,N_Ubicacio,Potencia,Marca,Chapa,Q_Usuarios,N_Localida,Expr1016,Nro_EPRE,Resultado,P o G,Alimentador,N_Alimenta,Tipo_Alimentador,Nro de medicion,Coord_X,Coord_Y
E,VILLA REGINA,D408,1.0,SD408-2,69,M,2.0,Penalizado,D408,"CENTRO GODOY 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",200.0,NED,4981.0,177.0,VILLA REGINA,34,D4082P2,Fallida,P,34,34,Urbano,2,-67.158414293628,-39.080524641904
E,VILLA REGINA,D408,1.0,SD408-2,69,M,2.0,Penalizado,D408,"CENTRO GODOY 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",200.0,NED,4981.0,177.0,VILLA REGINA,34,D4082G1,Correcta,G,34,34,Urbano,1,-67.158414293628,-39.080524641904
E,VILLA REGINA,D409,1.0,SD409-1,299,M,1.0,Sin medir,D409,"GALPON TINTI 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,6949.0,228.0,VILLA REGINA,33,,,-,,33,,-1,-66.945439955866,-39.112522730842
E,VILLA REGINA,D410,1.0,SD410-1,1,M,1.0,Penalizado,D410,"FRIG BONADE 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",630.0,NED,5729.0,1.0,VILLA REGINA,37,D4101P0,Penalizada,P,37,37,Urbano,0,-67.071061642062,-39.108040455917
E,VILLA REGINA,D410,1.0,SD410-1,1,M,1.0,Penalizado,D410,"FRIG BONADE 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",630.0,NED,5729.0,1.0,VILLA REGINA,37,D4101P1,Penalizada,P,37,37,Urbano,1,-67.071061642062,-39.108040455917
E,VILLA REGINA,D410,1.0,SD410-1,1,M,1.0,Penalizado,D410,"FRIG BONADE 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",630.0,NED,5729.0,1.0,VILLA REGINA,37,D4101P2,Correcta,P,37,37,Urbano,2,-67.071061642062,-39.108040455917
E,VILLA REGINA,D411,1.0,SD411-1,2,M,1.0,Sin medir,D411,"GRECO 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",5.0,NED,1514.0,2.0,VILLA REGINA,31,,,-,,31,,-1,-67.066898537624,-39.113994705157
E,VILLA REGINA,D412,1.0,SD412-1,4,M,1.0,Sin medir,D412,"KARTODROMO 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",40.0,NED,8061.0,5.0,VILLA REGINA,34,,,-,,34,,-1,-67.132410203058,-39.089354806063
E,VILLA REGINA,D415,1.0,SD415-1,6,M,1.0,Sin medir,D415,"HOFFMAN 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",10.0,NED,365.0,6.0,VILLA REGINA,42 HUERGO,,,-,,42 HUERGO,,-1,-67.269052254478,-39.065444625852
E,VILLA REGINA,D416,1.0,SD416-1,84,M,1.0,Correcto,D416,"OTTO KRAUSSE 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",160.0,NED,5195.0,78.0,VILLA REGINA,33,D4161P0,Correcta,P,33,33,Rural,0,-67.001523642543,-39.107702580633
E,VILLA REGINA,D416,1.0,SD416-1,84,M,1.0,Correcto,D416,"OTTO KRAUSSE 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",160.0,NED,5195.0,78.0,VILLA REGINA,33,D4161G0,Correcta,G,33,33,Rural,0,-67.001523642543,-39.107702580633
E,VILLA REGINA,D418,1.0,SD418-1,1,M,1.0,Sin medir,D418,"BOCA TOMA CHIMPAY 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",5.0,NED,4361.0,1.0,VILLA REGINA,40 CHELFORO,,,-,,40 CHELFORO,,-1,-66.406280013552,-39.096762989218
E,VILLA REGINA,D419,1.0,SD419-1,2,M,1.0,Sin medir,D419,"COSTA 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",100.0,NED,1683.0,2.0,VILLA REGINA,40 CHELFORO,,,-,,40 CHELFORO,,-1,-66.366077529233,-39.120228886363
E,VILLA REGINA,D423,1.0,SD423-1,140,M,1.0,Penalizado,D423,"B° LOS FRESNOS 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",160.0,NED,46.0,143.0,VILLA REGINA,36,D4231P3,Penalizada,P,36,36,Urbano,3,-67.092184505423,-39.110692241802
E,VILLA REGINA,D423,1.0,SD423-1,140,M,1.0,Penalizado,D423,"B° LOS FRESNOS 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",160.0,NED,46.0,143.0,VILLA REGINA,36,D4231G3,Correcta,G,36,36,Urbano,3,-67.092184505423,-39.110692241802
E,VILLA REGINA,D423,1.0,SD423-1,140,M,1.0,Penalizado,D423,"B° LOS FRESNOS 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",160.0,NED,46.0,143.0,VILLA REGINA,36,D4231P4,Correcta,P,36,36,Urbano,4,-67.092184505423,-39.110692241802
E,VILLA REGINA,D423,1.0,SD423-1,140,M,1.0,Penalizado,D423,"B° LOS FRESNOS 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",160.0,NED,46.0,143.0,VILLA REGINA,36,D4231P1,Penalizada,P,36,36,Urbano,1,-67.092184505423,-39.110692241802
E,VILLA REGINA,D423,1.0,SD423-1,140,M,1.0,Penalizado,D423,"B° LOS FRESNOS 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",160.0,NED,46.0,143.0,VILLA REGINA,36,D4231P2,Penalizada,P,36,36,Urbano,2,-67.092184505423,-39.110692241802
E,VILLA REGINA,D423,1.0,SD423-1,140,M,1.0,Penalizado,D423,"B° LOS FRESNOS 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",160.0,NED,46.0,143.0,VILLA REGINA,36,D4231G0,Penalizada,G,36,36,Urbano,0,-67.092184505423,-39.110692241802
E,VILLA REGINA,D423,1.0,SD423-1,140,M,1.0,Penalizado,D423,"B° LOS FRESNOS 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",160.0,NED,46.0,143.0,VILLA REGINA,36,D4231P0,Fallida,P,36,36,Urbano,0,-67.092184505423,-39.110692241802
E,VILLA REGINA,D423,1.0,SD423-1,140,M,1.0,Penalizado,D423,"B° LOS FRESNOS 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",160.0,NED,46.0,143.0,VILLA REGINA,36,D4231G4,Correcta,G,36,36,Urbano,4,-67.092184505423,-39.110692241802
E,VILLA REGINA,D423,1.0,SD423-1,140,M,1.0,Penalizado,D423,"B° LOS FRESNOS 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",160.0,NED,46.0,143.0,VILLA REGINA,36,D4231G1,Penalizada,G,36,36,Urbano,1,-67.092184505423,-39.110692241802
E,VILLA REGINA,D423,1.0,SD423-1,140,M,1.0,Penalizado,D423,"B° LOS FRESNOS 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",160.0,NED,46.0,143.0,VILLA REGINA,36,D4231G2,Penalizada,G,36,36,Urbano,2,-67.092184505423,-39.110692241802
E,VILLA REGINA,D424,1.0,SD424-1,5,M,1.0,Correcto,D424,"MARIÐIR 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",50.0,NED,948.0,5.0,VILLA REGINA,43 HUERGO,D4241P0,Correcta,P,43 HUERGO,43 HUERGO,Rural,0,-67.284417038964,-39.054277006842
E,VILLA REGINA,D426,1.0,SD426-1,3,M,1.0,Sin medir,D426,"ALESANDRONI 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",16.0,NED,1486.0,3.0,VILLA REGINA,32,,,-,,32,,-1,-67.045619690186,-39.138836794325
E,VILLA REGINA,D427,1.0,SD427-1,4,M,1.0,Correcto,D427,"CERVERA 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",5.0,NED,1146.0,3.0,VILLA REGINA,41 HUERGO,D4271P0,Correcta,P,41 HUERGO,41 HUERGO,Rural,0,-67.249622002646,-39.084407990844
E,VILLA REGINA,D428,1.0,SD428-1,5,M,1.0,Correcto,D428,"KLOSTER 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",25.0,NED,1488.0,5.0,VILLA REGINA,32,D4281P0,Correcta,P,32,32,Urbano,0,-67.040241729371,-39.139542816073
E,VILLA REGINA,D430,1.0,SD430-1,1,M,1.0,Correcto,D430,"FRIG.R.MARTINEZ 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",630.0,NED,7495.0,1.0,VILLA REGINA,34,D4301P0,Correcta,P,34,34,Urbano,0,-67.195798398984,-39.083685381101
E,VILLA REGINA,D431,1.0,SD431-1,0,M,1.0,Sin medir,D431,"MOÑO AZUL 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",25.0,NED,8584.0,1.0,VILLA REGINA,33,,,-,,33,,-1,-66.904621534423,-39.137337147871
E,VILLA REGINA,D432,1.0,SD432-1,2,M,1.0,Penalizado,D432,"PEREYRA 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",5.0,NED,1309.0,2.0,VILLA REGINA,41 HUERGO,D4321P2,Correcta,P,41 HUERGO,41 HUERGO,Urbano,2,-67.249033984241,-39.081418023905
E,VILLA REGINA,D432,1.0,SD432-1,2,M,1.0,Penalizado,D432,"PEREYRA 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",5.0,NED,1309.0,2.0,VILLA REGINA,41 HUERGO,D4321P0,Penalizada,P,41 HUERGO,41 HUERGO,Urbano,0,-67.249033984241,-39.081418023905
E,VILLA REGINA,D432,1.0,SD432-1,2,M,1.0,Penalizado,D432,"PEREYRA 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",5.0,NED,1309.0,2.0,VILLA REGINA,41 HUERGO,D4321P1,Fallida,P,41 HUERGO,41 HUERGO,Urbano,1,-67.249033984241,-39.081418023905
E,VILLA REGINA,D433,1.0,SD433-1,13,M,1.0,Sin medir,D433,"FRIG. ZUDICH 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",160.0,NED,7784.0,16.0,VILLA REGINA,32,,,-,,32,,-1,-67.042161533395,-39.111460564083
E,VILLA REGINA,D435,1.0,SD435-1,4,M,1.0,Sin medir,D435,"ASERR. WILCHES 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",100.0,NED,6574.0,9.0,VILLA REGINA,31,,,-,,31,,-1,-67.082404248901,-39.124483439462
E,VILLA REGINA,D435,1.0,SD435-2,5,M,2.0,Sin medir,D435,"ASERR. WILCHES 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",100.0,NED,6574.0,9.0,VILLA REGINA,31,,,-,,31,,-1,-67.082404248901,-39.124483439462
E,VILLA REGINA,D436,1.0,SD436-1,2,M,1.0,Penalizado,D436,"GALPON G. NEGRO 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,5091.0,3.0,VILLA REGINA,34,D4361P2,Correcta,P,34,34,U,2,-67.166079001402,-39.081480859535
E,VILLA REGINA,D436,1.0,SD436-1,2,M,1.0,Penalizado,D436,"GALPON G. NEGRO 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,5091.0,3.0,VILLA REGINA,34,D4361P1,Penalizada,P,34,34,U,1,-67.166079001402,-39.081480859535
E,VILLA REGINA,D436,1.0,SD436-1,2,M,1.0,Penalizado,D436,"GALPON G. NEGRO 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,5091.0,3.0,VILLA REGINA,34,D4361P0,Penalizada,P,34,34,U,0,-67.166079001402,-39.081480859535
E,VILLA REGINA,D438,1.0,SD438-1,174,M,1.0,Sin medir,D438,"MONASTERIO 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",500.0,NED,1496.0,171.0,VILLA REGINA,31,,,-,,31,,-1,-67.098367089984,-39.097204367474
E,VILLA REGINA,D438,1.0,SD438-2,1,M,2.0,Sin medir,D438,"MONASTERIO 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",500.0,NED,1496.0,171.0,VILLA REGINA,31,,,-,,31,,-1,-67.098367089984,-39.097204367474
E,VILLA REGINA,D440,1.0,SD440-1,2,M,1.0,Sin medir,D440,"TELEFONICA 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",63.0,NED,2336.0,2.0,VILLA REGINA,32,,,-,,32,,-1,-67.066043017114,-39.090855981364
E,VILLA REGINA,D441,1.0,SD441-1,2,M,1.0,Penalizado,D441,"EX BABARESCO 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",40.0,NED,1498.0,2.0,VILLA REGINA,34,D4411P0,Penalizada,P,34,34,Urbano,0,-67.142720287847,-39.084167350257
E,VILLA REGINA,D441,1.0,SD441-1,2,M,1.0,Penalizado,D441,"EX BABARESCO 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",40.0,NED,1498.0,2.0,VILLA REGINA,34,D4411P1,Penalizada,P,34,34,Urbano,1,-67.142720287847,-39.084167350257
E,VILLA REGINA,D441,1.0,SD441-1,2,M,1.0,Penalizado,D441,"EX BABARESCO 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",40.0,NED,1498.0,2.0,VILLA REGINA,34,D4411P2,Correcta,P,34,34,Urbano,2,-67.142720287847,-39.084167350257
E,VILLA REGINA,D445,1.0,SD445-1,1,M,1.0,Sin medir,D445,"BOMBEO GRISANTI 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",160.0,NED,1295.0,1.0,VILLA REGINA,32,,,-,,32,,-1,-66.971850906864,-39.164597491477
E,VILLA REGINA,D448,1.0,SD448-1,121,M,1.0,Sin medir,D448,"B° BUSINELLI 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",200.0,NED,1555.0,207.0,VILLA REGINA,36,,,-,,36,,-1,-67.094184066011,-39.111899343298
E,VILLA REGINA,D448,1.0,SD448-2,77,M,2.0,Fallido,D448,"B° BUSINELLI 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",200.0,NED,1555.0,207.0,VILLA REGINA,36,D4482G0,Fallida,G,36,36,Urbano,0,-67.094184066011,-39.111899343298
E,VILLA REGINA,D448,1.0,SD448-2,77,M,2.0,Fallido,D448,"B° BUSINELLI 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",200.0,NED,1555.0,207.0,VILLA REGINA,36,D4482P0,Correcta,P,36,36,Urbano,0,-67.094184066011,-39.111899343298
E,VILLA REGINA,D448,1.0,SD448-2,77,M,2.0,Fallido,D448,"B° BUSINELLI 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",200.0,NED,1555.0,207.0,VILLA REGINA,36,D4482G1,Correcta,G,36,36,Urbano,1,-67.094184066011,-39.111899343298
E,VILLA REGINA,D449,1.0,SD449-1,1,M,1.0,Penalizado,D449,"LA ANONIMA 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,2219.0,31.0,VILLA REGINA,35,D4491G0,Penalizada,G,35,35,Urbano,0,-67.092643360543,-39.095102355129
E,VILLA REGINA,D449,1.0,SD449-1,1,M,1.0,Penalizado,D449,"LA ANONIMA 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,2219.0,31.0,VILLA REGINA,35,D4491G1,Correcta,G,35,35,Urbano,1,-67.092643360543,-39.095102355129
E,VILLA REGINA,D449,1.0,SD449-1,1,M,1.0,Penalizado,D449,"LA ANONIMA 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,2219.0,31.0,VILLA REGINA,35,D4491P0,Fallida,P,35,35,Urbano,0,-67.092643360543,-39.095102355129
E,VILLA REGINA,D449,1.0,SD449-1,1,M,1.0,Penalizado,D449,"LA ANONIMA 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,2219.0,31.0,VILLA REGINA,35,D4491P1,Correcta,P,35,35,Urbano,1,-67.092643360543,-39.095102355129
E,VILLA REGINA,D449,1.0,SD449-2,32,M,2.0,Penalizado,D449,"LA ANONIMA 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,2219.0,31.0,VILLA REGINA,35,D4492G1,Correcta,G,35,35,Urbano,1,-67.092643360543,-39.095102355129
E,VILLA REGINA,D449,1.0,SD449-2,32,M,2.0,Penalizado,D449,"LA ANONIMA 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,2219.0,31.0,VILLA REGINA,35,D4492P0,Penalizada,P,35,35,Urbano,0,-67.092643360543,-39.095102355129
E,VILLA REGINA,D449,1.0,SD449-2,32,M,2.0,Penalizado,D449,"LA ANONIMA 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,2219.0,31.0,VILLA REGINA,35,D4492P1,Correcta,P,35,35,Urbano,1,-67.092643360543,-39.095102355129
E,VILLA REGINA,D449,1.0,SD449-2,32,M,2.0,Penalizado,D449,"LA ANONIMA 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,2219.0,31.0,VILLA REGINA,35,D4492G0,Fallida,G,35,35,Urbano,0,-67.092643360543,-39.095102355129
E,VILLA REGINA,D450,1.0,SD450-1,5,M,1.0,Penalizado,D450,"TINTI 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",50.0,NED,1507.0,5.0,VILLA REGINA,37,D4501P0,Penalizada,P,37,37,Urbano,0,-67.06510985747,-39.106657001869
E,VILLA REGINA,D450,1.0,SD450-1,5,M,1.0,Penalizado,D450,"TINTI 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",50.0,NED,1507.0,5.0,VILLA REGINA,37,D4501P1,Penalizada,P,37,37,Urbano,1,-67.06510985747,-39.106657001869
E,VILLA REGINA,D450,1.0,SD450-1,5,M,1.0,Penalizado,D450,"TINTI 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",50.0,NED,1507.0,5.0,VILLA REGINA,37,D4501P2,Correcta,P,37,37,Urbano,2,-67.06510985747,-39.106657001869
E,VILLA REGINA,D451,1.0,SD451-1,1,M,1.0,Correcto,D451,"CAVERZAN 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",100.0,NED,5879.0,1.0,VILLA REGINA,43 HUERGO,D4511P0,Correcta,P,43 HUERGO,43 HUERGO,Rural,0,-67.351903012662,-39.028977027866
E,VILLA REGINA,D452,1.0,SD452-1,5,M,1.0,Penalizado,D452,"FRIG. DAN-SER 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",160.0,NED,1294.0,5.0,VILLA REGINA,31,D4521P0,Penalizada,P,31,31,Urbano,0,-67.09663456096,-39.138623443665
E,VILLA REGINA,D452,1.0,SD452-1,5,M,1.0,Penalizado,D452,"FRIG. DAN-SER 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",160.0,NED,1294.0,5.0,VILLA REGINA,31,D4521P1,Correcta,P,31,31,Urbano,1,-67.09663456096,-39.138623443665
E,VILLA REGINA,D452,1.0,SD452-2,1,M,2.0,Sin medir,D452,"FRIG. DAN-SER 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",160.0,NED,1294.0,5.0,VILLA REGINA,31,,,-,,31,,-1,-67.09663456096,-39.138623443665
E,VILLA REGINA,D453,1.0,SD453-1,11,M,1.0,Sin medir,D453,"LIBERATI 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",63.0,NED,1510.0,11.0,VILLA REGINA,31,,,-,,31,,-1,-67.057978977555,-39.126926614113
E,VILLA REGINA,D456,1.0,SD456-1,1,M,1.0,Sin medir,D456,"BBEO. M. AZUL 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",0.0,,,1.0,VILLA REGINA,32,,,-,,32,,-1,-67.020304862589,-39.11783272377
E,VILLA REGINA,D457,1.0,SD457-1,1,M,1.0,Sin medir,D457,"BOMBEO MOÐO AZUL 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",63.0,NED,3864.0,1.0,VILLA REGINA,32,,,-,,32,,-1,-67.021087763061,-39.121558219212
E,VILLA REGINA,D457,1.0,SD457-2,1,M,2.0,Sin medir,D457,"BOMBEO MOÐO AZUL 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",63.0,NED,3864.0,1.0,VILLA REGINA,32,,,-,,32,,-1,-67.021087763061,-39.121558219212
E,VILLA REGINA,D458,1.0,SD458-1,4,M,1.0,Correcto,D458,"PALACIOS ALFREDO 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",63.0,NED,231.0,3.0,VILLA REGINA,42 HUERGO,D4581P0,Correcta,P,42 HUERGO,42 HUERGO,Rural,0,-67.309951059872,-39.088249296479
E,VILLA REGINA,D459,1.0,SD459-1,0,M,1.0,Sin medir,D459,"BARAZUTTI 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",25.0,NED,1212.0,0.0,VILLA REGINA,31,,,-,,31,,-1,-67.09032924383,-39.123322432716
E,VILLA REGINA,D460,1.0,SD460-1,1,M,1.0,Correcto,D460,D460,5.0,NED,518.0,1.0,VILLA REGINA,42 HUERGO,D4601P1,Correcta,P,42 HUERGO,42 HUERGO,Rural,1,-67.347975570442,-39.064892559042
E,VILLA REGINA,D460,1.0,SD460-1,1,M,1.0,Correcto,D460,D460,5.0,NED,518.0,1.0,VILLA REGINA,42 HUERGO,D4601P0,Correcta,P,42 HUERGO,42 HUERGO,Rural,0,-67.347975570442,-39.064892559042
E,VILLA REGINA,D461,1.0,SD461-1,55,M,1.0,Sin medir,D461,"B° AYLEN 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",500.0,NED,105.0,391.0,VILLA REGINA,35,,,-,,35,,-1,-67.10720948146,-39.097344486342
E,VILLA REGINA,D461,1.0,SD461-2,87,M,2.0,Correcto,D461,"B° AYLEN 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",500.0,NED,105.0,391.0,VILLA REGINA,35,D4612P0,Correcta,P,35,35,Urbano,0,-67.10720948146,-39.097344486342
E,VILLA REGINA,D461,1.0,SD461-2,87,M,2.0,Correcto,D461,"B° AYLEN 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",500.0,NED,105.0,391.0,VILLA REGINA,35,D4612G0,Correcta,G,35,35,Urbano,0,-67.10720948146,-39.097344486342
E,VILLA REGINA,D461,1.0,SD461-3,83,M,3.0,Correcto,D461,"B° AYLEN 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",500.0,NED,105.0,391.0,VILLA REGINA,35,D4613G2,Correcta,G,35,35,Urbano,2,-67.10720948146,-39.097344486342
E,VILLA REGINA,D461,1.0,SD461-3,83,M,3.0,Correcto,D461,"B° AYLEN 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",500.0,NED,105.0,391.0,VILLA REGINA,35,D4613G0,Correcta,G,35,35,Urbano,0,-67.10720948146,-39.097344486342
E,VILLA REGINA,D461,1.0,SD461-3,83,M,3.0,Correcto,D461,"B° AYLEN 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",500.0,NED,105.0,391.0,VILLA REGINA,35,D4613P0,Correcta,P,35,35,Urbano,0,-67.10720948146,-39.097344486342
E,VILLA REGINA,D461,1.0,SD461-3,83,M,3.0,Correcto,D461,"B° AYLEN 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",500.0,NED,105.0,391.0,VILLA REGINA,35,D4613P2,Correcta,P,35,35,Urbano,2,-67.10720948146,-39.097344486342
E,VILLA REGINA,D461,1.0,SD461-4,53,M,4.0,Penalizado,D461,"B° AYLEN 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",500.0,NED,105.0,391.0,VILLA REGINA,35,D4614P2,Penalizada,P,35,35,Urbano,2,-67.10720948146,-39.097344486342
E,VILLA REGINA,D461,1.0,SD461-4,53,M,4.0,Correcto,D461,"B° AYLEN 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",500.0,NED,105.0,391.0,VILLA REGINA,35,D4614P3,Correcta,P,35,35,Urbano,3,-67.10720948146,-39.097344486342
E,VILLA REGINA,D461,1.0,SD461-4,53,M,4.0,Correcto,D461,"B° AYLEN 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",500.0,NED,105.0,391.0,VILLA REGINA,35,D4614G3,Correcta,G,35,35,Urbano,3,-67.10720948146,-39.097344486342
E,VILLA REGINA,D461,1.0,SD461-4,53,M,4.0,Correcto,D461,"B° AYLEN 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",500.0,NED,105.0,391.0,VILLA REGINA,35,D4614G2,Correcta,G,35,35,Urbano,2,-67.10720948146,-39.097344486342
E,VILLA REGINA,D461,1.0,SD461-5,63,M,5.0,Sin medir,D461,"B° AYLEN 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",500.0,NED,105.0,391.0,VILLA REGINA,35,,,-,,35,,-1,-67.10720948146,-39.097344486342
E,VILLA REGINA,D462,1.0,SD462-1,4,M,1.0,Correcto,D462,"SITIO CELULAR MAINQUE 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",32.0,NED,7116.0,3.0,VILLA REGINA,42 HUERGO,D4621P1,Correcta,P,42 HUERGO,42 HUERGO,Rural,1,-67.30360982484,-39.070430350239
E,VILLA REGINA,D463,1.0,SD463-1,15,M,1.0,Penalizado,D463,"B° EVITA GODOY 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",125.0,NED,259.0,151.0,VILLA REGINA,34,D4631P2,Correcta,P,34,34,Urbano,2,-67.154886261617,-39.074744375503
E,VILLA REGINA,D463,1.0,SD463-1,15,M,1.0,Penalizado,D463,"B° EVITA GODOY 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",125.0,NED,259.0,151.0,VILLA REGINA,34,D4631P1,Fallida,P,34,34,Urbano,1,-67.154886261617,-39.074744375503
E,VILLA REGINA,D463,1.0,SD463-1,15,M,1.0,Penalizado,D463,"B° EVITA GODOY 0 (VILLA REGINA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",125.0,NED,259.0,151.0,VILLA REGINA,34,D4631P0,Correcta,P,34,34,Urbano,0,-67.154886261617,-39.074744375503
